case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,contact_addr1_normalized,zip_str,6a. street #,6b. street name,6c. street suffix,6d. unit #,6e. zip,7. undergraduate (u) or graduate (g),8. full-time (ft) or part-time (pt),9. at-home or not-at-home,9. 5 or more undergrads/unit (y/n),university,year,full_address
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,NR1D,2134,U,FT,N,,Suffolk University,2020-2021,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,,2134,G,FT,Private,N,Northeastern University,2021-2022,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,421,2134,G,FT,N,,Suffolk University,2021-2022,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,421,2134,U,PT,N,,Suffolk University,2021-2022,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,NR1D,2134,U,FT,N,,Suffolk University,2021-2022,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,305,2134,G,FT,,,Berklee College of Music-Boston Conservatory,2022-2023,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,403,2134,G,FT,Not-at-Home,,Harvard University,2022-2023,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Ste NR1D,2134,U,FT,Not-at-Hhome,,Suffolk University,2022-2023,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,unit 303,2134,Undergraduate,FT,Not At Home,,Boston University,2023-2024,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,#803,2134,Graduate,FT,Not At Home,,Boston University,2023-2024,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,321,2134,G,FT,Not-at-Home,,Harvard University,2023-2024,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,706,2134,G,FT,At-Home,,Harvard University,2023-2024,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Apt 806,2134,G,FT,Not-at-Home,,Suffolk University,2023-2024,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Apt 309,2134,Graduate,Full Time,At home,,Northeastern University,2022-2023,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,402,2134,G,FT,N,,Harvard University,2016-2017,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N Beacon,St,Apt 809,2134,G,FT,N,,Suffolk University,2016-2017,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,UNIT 512,2134,G,FT,,,Northeastern University,2016-2017,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,325,2134,U,FT,,,Northeastern University,2016-2017,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,APT 325,2134,G,FT,,,Northeastern University,2016-2017,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,315,2134,U,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,APT 608,2134,G,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,905,2134,U,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,UNIT 909,2134,U,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,UNIT 512,2134,G,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821889,1013,2025-03-11 08:56:18,Open,102.8,,Maintenance,858,,Huntington,AV,Mission Hill,MA,02120,10,15 N Beacon St,#1A,Allston,MA,02134,76452.0,42.332749591658015,-71.1104306220033,"(42.332749591658015, -71.1104306220033)",15 N Beacon St,02134,15,N BEACON,ST,APT 1003,2134,G,FT,,,Northeastern University,2017-2018,15 N Beacon St
V821881,1013,2025-03-11 08:45:10,Open,105,,Permits,98,,Bennett,ST,Brighton,MA,02135,22,98 Bennett St,,Brighton,MA,02135,14478.0,42.35171965118235,-71.15844068677417,"(42.35171965118235, -71.15844068677417)",98 Bennett St,02135,98,Bennett,ST,1,2135,G,FT,,N,Boston University,2018-2019,98 Bennett St
V821881,1013,2025-03-11 08:45:10,Open,105,,Permits,98,,Bennett,ST,Brighton,MA,02135,22,98 Bennett St,,Brighton,MA,02135,14478.0,42.35171965118235,-71.15844068677417,"(42.35171965118235, -71.15844068677417)",98 Bennett St,02135,98,Bennett,St,,2135,U,PT,At Home,,University of Massachusetts-Boston,2023-2024,98 Bennett St
V821282,1013,2025-03-06 10:46:51,Open,116,,Unsafe Structures,60,,Homes,AVE,Dorchester,MA,02122,15,111 Pierce Ave,,Dorchester,MA,02122,75050.0,42.30315953859829,-71.06868059290682,"(42.30315953859829, -71.06868059290682)",111 Pierce Ave,02122,111,Pierce,Ave,,2122,U,FT,N,,University of Massachusetts Boston,2020-2021,111 Pierce Ave
V821282,1013,2025-03-06 10:46:51,Open,116,,Unsafe Structures,60,,Homes,AVE,Dorchester,MA,02122,15,111 Pierce Ave,,Dorchester,MA,02122,75050.0,42.30315953859829,-71.06868059290682,"(42.30315953859829, -71.06868059290682)",111 Pierce Ave,02122,111,Pierce,Ave,,2122,U,FT,N,,University of Massachusetts-Boston,2021-2022,111 Pierce Ave
V821282,1013,2025-03-06 10:46:51,Open,116,,Unsafe Structures,60,,Homes,AVE,Dorchester,MA,02122,15,111 Pierce Ave,,Dorchester,MA,02122,75050.0,42.30315953859829,-71.06868059290682,"(42.30315953859829, -71.06868059290682)",111 Pierce Ave,02122,111,Pierce,Ave,,2122,U,FT,Not-at-home,,University of Massachusetts-Boston,2022-2023,111 Pierce Ave
V820755,1013,2025-03-04 08:44:05,Open,104.6,,Right of Entry,245,,Sumner,ST,East Boston,MA,02128,01,2 Neptune Rd,#222,Boston,MA,02128,132336.0,42.36794149374111,-71.03847338143963,"(42.36794149374111, -71.03847338143963)",2 Neptune Rd,02128,2,Neptune,Rd,#suite 409,2128,UG,PT,Not-at-Home,,Massachusetts College of Art and Design,2022-2023,2 Neptune Rd
V820755,1013,2025-03-04 08:44:05,Open,104.6,,Right of Entry,245,,Sumner,ST,East Boston,MA,02128,01,2 Neptune Rd,#222,Boston,MA,02128,132336.0,42.36794149374111,-71.03847338143963,"(42.36794149374111, -71.03847338143963)",2 Neptune Rd,02128,2,Neptune,RD,173,2128,U,PT,N,,Urban College of Boston,2017-2018,2 Neptune Rd
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,10P,2114,U,FT,,,Berklee College of Music and Boston Conservatory,2019-2020,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,9L,2114,G,FT,,N,Tufts University,2019-2020,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 8L,2114,G,FT,N,,Massachusetts Institute of Technology,2021-2022,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,10N,2114,G,FT,Private,N,Northeastern University,2021-2022,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 6E,2114,G,PT,N,,Simmons University,2021-2022,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,5P,2114,U,FT,N,,Suffolk University,2021-2022,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,12G,2114,G,PT,At-Home,,Harvard University,2022-2023,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 8L,2114,G,FT,at-home,,Massachusetts Institute of Technology,2022-2023,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 7F,2114,U,FT,Not-at-Hhome,,Suffolk University,2022-2023,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 7H,2114,G,FT,Not-at-Hhome,,Suffolk University,2022-2023,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,14D,2114,U,FT,At-Home,,Emerson College,2023-2024,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 7F,2114,U,FT,At-Home,,Suffolk University,2023-2024,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 7H,2114,G,FT,Not-at-Home,,Suffolk University,2023-2024,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 9L,2114,G,FT,Not-at-Home,,Suffolk University,2023-2024,100 Lovejoy Wharf
V817545,1013,2025-02-20 13:31:45,Open,111.1,,Certificate of Occupancy,454,464,Hanover,ST,Boston,MA,02113,03,100 Lovejoy Wharf,Unit 14E,Boston,MA,02114,69182.0,42.36694951246231,-71.05277341562781,"(42.36694951246231, -71.05277341562781)",100 Lovejoy Wharf,02114,100,Lovejoy,Wharf,Unit 8L,02114,G,FT,at-home,,Massachusetts Institute of Technology,2023-2024,100 Lovejoy Wharf
V815694,1013,2025-02-14 09:44:07,Open,105.1,,Failure to Obtain Permit,23,,East,ST,Dorchester,MA,02122,15,23 East St,APT #1,Dorchester,MA,02122,50807.0,42.30775952537056,-71.05946056221295,"(42.30775952537056, -71.05946056221295)",23 East St,02122,23,East,St,,2122,U,FT,,N,University of Massachusetts-Boston,2018-2019,23 East St
V815694,1013,2025-02-14 09:44:07,Open,105.1,,Failure to Obtain Permit,23,,East,ST,Dorchester,MA,02122,15,23 East St,APT #1,Dorchester,MA,02122,50807.0,42.30775952537056,-71.05946056221295,"(42.30775952537056, -71.05946056221295)",23 East St,02122,23,East,St,Apt 3,2122,U,FT,,N,University of Massachusetts-Boston,2018-2019,23 East St
V815694,1013,2025-02-14 09:44:07,Open,105.1,,Failure to Obtain Permit,23,,East,ST,Dorchester,MA,02122,15,23 East St,APT #1,Dorchester,MA,02122,50807.0,42.30775952537056,-71.05946056221295,"(42.30775952537056, -71.05946056221295)",23 East St,02122,23,East,St,3,2122,G,FT,,N,University of Massachusetts Boston,2019-2020,23 East St
V815694,1013,2025-02-14 09:44:07,Open,105.1,,Failure to Obtain Permit,23,,East,ST,Dorchester,MA,02122,15,23 East St,APT #1,Dorchester,MA,02122,50807.0,42.30775952537056,-71.05946056221295,"(42.30775952537056, -71.05946056221295)",23 East St,02122,23,East,St,Apt 3,2122,G,FT,N,,University of Massachusetts Boston,2020-2021,23 East St
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,AVE,2,2118,G,FT,,N,Boston University,2018-2019,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,Ave,2,2118,G,FT,,N,Boston University,2019-2020,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,Ave,2,2118,U,FT,N,,Boston University,2021-2022,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,Ave,unit 2,2118,U,FT,,,Boston University,2022-2023,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,AVE,2,2118,G,FT,N,,Boston University,2016-2017,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,AVE,2,2118,G,FT,0,,Boston University Updated Report 30Nov2017,2017-2018,543 Massachusetts Ave
V795851,1013,2025-02-13 08:14:00,Open,105.1,,Failure to Obtain Permit,543,,Massachusetts,AV,Roxbury,MA,02118,09,543 Massachusetts Ave,,Boston,MA,02118,92356.0,42.33805955013132,-71.0797005403553,"(42.33805955013132, -71.0797005403553)",543 Massachusetts Ave,02118,543,Massachusetts,AVE,2,2118,G,FT,N,,Boston University,2017-2018,543 Massachusetts Ave
V813143,1013,2025-02-03 15:02:17,Open,105.1,,Failure to Obtain Permit,5,,Holiday,ST,Dorchester,MA,02124,15,5 HOLIDAY ST,C/O SALMA CLARK TS,DORCHESTER,MA,02122,74606.0,42.301729542525685,-71.0714806029862,"(42.301729542525685, -71.0714806029862)",5 Holiday St,02122,5,Holiday,St,,2122,U,FT,,N,University of Massachusetts-Boston,2018-2019,5 Holiday St
